time,layout,data
2023/07/03 16:51:07.558437729,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:07.658420915,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:07.758444426,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:07.858704323,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:07.958457678,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.58623829,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.158425714,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.258753198,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.358545326,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.458528615,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.558503826,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.658425557,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.758418763,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.858730166,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:08.958482389,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.58408660,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.158453392,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.258480894,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.358424066,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.458442651,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.558440035,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.658449794,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.758448852,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.858742134,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:09.958624453,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:10.58427101,"{'dim': [], 'data_offset': 0}",[]
